monument,monumentLabel,countryLabel,styleLabel,inceptionYear
http://www.wikidata.org/entity/Q24942415,Tomb of Pope Clement XIV,Италия,Neoclassical sculpture,1780
http://www.wikidata.org/entity/Q24942415,Tomb of Pope Clement XIV,Италия,Neoclassical sculpture,1780
http://www.wikidata.org/entity/Q62391994,Q62391994,Чехия,барокко,1783
http://www.wikidata.org/entity/Q29117249,Q29117249,Франция,оболочка,1788
http://www.wikidata.org/entity/Q29117249,Q29117249,Франция,Цоколь,1788
http://www.wikidata.org/entity/Q29117249,Q29117249,Франция,барокко,1788
http://www.wikidata.org/entity/Q37160917,Q37160917,Чехия,рококо,1790
http://www.wikidata.org/entity/Q23927400,Louisekilden,Дания,неоклассицизм,1791
http://www.wikidata.org/entity/Q37273518,Q37273518,Чехия,барокко,1796
http://www.wikidata.org/entity/Q38197294,Q38197294,Чехия,барокко,1797
http://www.wikidata.org/entity/Q134161964,Q134161964,Германия,барокко,1800
http://www.wikidata.org/entity/Q134539291,Baptismal font of St. Johannis (Ettenstatt),Германия,барокко,1800
http://www.wikidata.org/entity/Q76391351,Baptismal font of Église Saint-Germain (Saint-Germain-de-Vibrac),Франция,барокко,1800
http://www.wikidata.org/entity/Q76401657,Q76401657,Франция,барокко,1800
http://www.wikidata.org/entity/Q78518499,Q78518499,Франция,барокко,1800
http://www.wikidata.org/entity/Q96257523,Q96257523,Франция,барокко,1800
http://www.wikidata.org/entity/Q98002794,Baptismal font of Église Saint-Martin (Triel-sur-Seine),Франция,барокко,1800
http://www.wikidata.org/entity/Q123347715,Baptismal font of Saint-Christophe (Aubepierre),Франция,барокко,1800
http://www.wikidata.org/entity/Q123347858,Baptismal font of Saint-Pierre (Bernay),Франция,барокко,1800
http://www.wikidata.org/entity/Q123367499,Baptismal font of Sainte-Anne (Baby),Франция,барокко,1800
http://www.wikidata.org/entity/Q123476431,Baptismal font of Saint-Bonnet (Argentières),Франция,барокко,1800
http://www.wikidata.org/entity/Q123907699,Baptismal font of Saint-Eutrope (Agudelle),Франция,барокко,1800
http://www.wikidata.org/entity/Q29217014,Fonts baptismaux de l'Église Saint-Maurice de Blandy-les-Tours,Франция,барокко,1800
http://www.wikidata.org/entity/Q37025902,Q37025902,Чехия,барокко,1800
http://www.wikidata.org/entity/Q78788303,Q78788303,Чехия,барокко,1800
http://www.wikidata.org/entity/Q78794003,Q78794003,Чехия,барокко,1800
http://www.wikidata.org/entity/Q112217669,Q112217669,Чехия,барокко,1800
http://www.wikidata.org/entity/Q3076272,Фонтан Феллаха,Франция,Egyptian Revival,1806
http://www.wikidata.org/entity/Q37318163,Q37318163,Чехия,барокко,1808
http://www.wikidata.org/entity/Q94433689,stone cross at the Holy Trinity Church in Hostinné,Чехия,классицизм,1809
http://www.wikidata.org/entity/Q94433689,stone cross at the Holy Trinity Church in Hostinné,Чехия,рококо,1809
http://www.wikidata.org/entity/Q108615270,Monument to Johann Michael Kahler,Чехия,классицизм,1811
http://www.wikidata.org/entity/Q66107077,Wayside cross in Brandýs nad Orlicí,Чехия,классицизм,1814
http://www.wikidata.org/entity/Q3323370,Héloïse and Abélard's tomb,Франция,неоготика,1817
http://www.wikidata.org/entity/Q3323370,Héloïse and Abélard's tomb,Франция,неоготика,1817
http://www.wikidata.org/entity/Q66106986,Q66106986,Чехия,классицизм,1817
http://www.wikidata.org/entity/Q18145791,Font del Vell,Испания,неоклассицизм,1818
http://www.wikidata.org/entity/Q688214,Умирающий лев,Швейцария,неоклассицизм,1821
http://www.wikidata.org/entity/Q126417394,Grave of Fornasari,Италия,неоклассицизм,1822
http://www.wikidata.org/entity/Q126417394,Grave of Fornasari,Италия,неоклассицизм,1822
http://www.wikidata.org/entity/Q23783521,могила Жака-Луи Давида,Бельгия,классицизм,1825
http://www.wikidata.org/entity/Q18145171,Font de Neptú,Испания,неоклассицизм,1826
http://www.wikidata.org/entity/Q94433677,Q94433677,Чехия,классицизм,1828
http://www.wikidata.org/entity/Q135102870,Baptismal font of St. Vitus (Reistingen),Германия,Neoclassicalism,1830
http://www.wikidata.org/entity/Q5437472,Fath-Ali Shah relief (Cheshmeh-Ali),Иран,Каджарское искусство,1830
http://www.wikidata.org/entity/Q3076266,Fontaine du Marché-aux-Carmes,Франция,неоклассицизм,1830
http://www.wikidata.org/entity/Q37448068,Q37448068,Чехия,классицизм,1830
http://www.wikidata.org/entity/Q137894213,Q137894213,Чехия,историзм,1831
http://www.wikidata.org/entity/Q64436,Триумфальная арка,Франция,архитектура неоклассицизма,1836
http://www.wikidata.org/entity/Q3076218,fontaine de la Vierge,Франция,Категория:Неоготика,1845
http://www.wikidata.org/entity/Q3076294,fontaine du jardin Villemin,Франция,необарокко,1846
http://www.wikidata.org/entity/Q115857956,Monument to Manuel Agustín Heredia,Испания,романтизм,1850
http://www.wikidata.org/entity/Q115857956,Monument to Manuel Agustín Heredia,Испания,неоклассицизм,1850
http://www.wikidata.org/entity/Q37821907,Fountain in Mohelnice,Чехия,классицизм,1850
http://www.wikidata.org/entity/Q11922474,Font del Geni Català,Испания,ампир,1856
http://www.wikidata.org/entity/Q4366595,Погодинская изба,Россия,русский стиль,1856
http://www.wikidata.org/entity/Q107642353,"Fountain of Orange Trees square at Monforte Gardens, Valencia",Испания,архитектура неоклассицизма,1859
http://www.wikidata.org/entity/Q133502854,Q133502854,Германия,неоготика,1862
http://www.wikidata.org/entity/Q3555769,Vercingetorix Monument,Франция,романтизм,1865
http://www.wikidata.org/entity/Q18146384,Font de les Tres Gràcies,Испания,академизм,1867
http://www.wikidata.org/entity/Q124424094,Wiertz Memorial,Бельгия,неоклассицизм,1881
http://www.wikidata.org/entity/Q15883357,Ver Huell Bench,Нидерланды,ампир,1881
http://www.wikidata.org/entity/Q24023050,A Ramon Berenguer III,Испания,академизм,1882
http://www.wikidata.org/entity/Q24023050,A Ramon Berenguer III,Испания,модерн,1882
http://www.wikidata.org/entity/Q30027298,Q30027298,Испания,модерн,1884
http://www.wikidata.org/entity/Q30027310,Q30027310,Испания,модерн,1884
http://www.wikidata.org/entity/Q30027318,Q30027318,Испания,модерн,1884
http://www.wikidata.org/entity/Q30027336,Q30027336,Испания,модерн,1884
http://www.wikidata.org/entity/Q30027347,Q30027347,Испания,модерн,1884
http://www.wikidata.org/entity/Q30027370,Q30027370,Испания,модерн,1884
http://www.wikidata.org/entity/Q30027377,Q30027377,Испания,модерн,1884
http://www.wikidata.org/entity/Q30027394,Q30027394,Испания,модерн,1884
http://www.wikidata.org/entity/Q30027406,Q30027406,Испания,модерн,1884
http://www.wikidata.org/entity/Q16219321,Dama del paraigua,Испания,реализм,1884
http://www.wikidata.org/entity/Q18115979,Font d'Hèrcules,Испания,каталонский модерн,1884
http://www.wikidata.org/entity/Q30027237,Q30027237,Испания,модерн,1884
http://www.wikidata.org/entity/Q30027249,Q30027249,Испания,модерн,1884
http://www.wikidata.org/entity/Q30027262,Q30027262,Испания,модерн,1884
http://www.wikidata.org/entity/Q30027281,Q30027281,Испания,модерн,1884
http://www.wikidata.org/entity/Q20875307,Sepulcre de la família Majó,Испания,романтизм,1885
http://www.wikidata.org/entity/Q20875307,Sepulcre de la família Majó,Испания,неоклассицизм,1885
http://www.wikidata.org/entity/Q30240050,Q30240050,Испания,модерн,1886
http://www.wikidata.org/entity/Q9202,Статуя Свободы,США,неоклассицизм,1886
http://www.wikidata.org/entity/Q24023050,A Ramon Berenguer III,Испания,академизм,1888
http://www.wikidata.org/entity/Q24023050,A Ramon Berenguer III,Испания,модерн,1888
http://www.wikidata.org/entity/Q2288815,Монумент Колумбу,Испания,Realism sculpture,1888
http://www.wikidata.org/entity/Q18396427,Царские ворота,Россия,русский стиль,1888
http://www.wikidata.org/entity/Q6022993,Monument to Columbus,Испания,Realism sculpture,1891
http://www.wikidata.org/entity/Q17510112,Статуя Эрота на Пикадилли,Великобритания,New Sculpture,1892
http://www.wikidata.org/entity/Q17510112,Статуя Эрота на Пикадилли,Великобритания,New Sculpture,1892
http://www.wikidata.org/entity/Q25349492,Q25349492,Испания,реализм,1893
http://www.wikidata.org/entity/Q25349492,Q25349492,Испания,модерн,1893
http://www.wikidata.org/entity/Q26836425,Q26836425,Испания,модерн,1893
http://www.wikidata.org/entity/Q26896889,font dels Nens,Испания,реализм,1893
http://www.wikidata.org/entity/Q27514318,Q27514318,Испания,модерн,1894
http://www.wikidata.org/entity/Q11850682,Памятник Александру II,Финляндия,реализм,1894
http://www.wikidata.org/entity/Q11850682,Памятник Александру II,Финляндия,реализм,1894
http://www.wikidata.org/entity/Q26567450,Little Nell,Великобритания,модерн,1896
http://www.wikidata.org/entity/Q23782675,Cinquè misteri de Dolor,Испания,модерн,1896
http://www.wikidata.org/entity/Q11823220,Aleksander Fredro Monument in Wrocław,Польша,неоклассицизм,1897
http://www.wikidata.org/entity/Q18120931,Font de Diana,Испания,классицизм,1898
http://www.wikidata.org/entity/Q30240393,Q30240393,Испания,модерн,1899
http://www.wikidata.org/entity/Q117762717,Tomb of Pius VII,Ватикан,Neoclassical sculpture,1900
http://www.wikidata.org/entity/Q117762717,Tomb of Pius VII,Ватикан,Neoclassical sculpture,1900
http://www.wikidata.org/entity/Q78793518,Q78793518,Чехия,классицизм,1900
http://www.wikidata.org/entity/Q20875264,Panteó Mundet,Испания,каталонский модерн,1901
http://www.wikidata.org/entity/Q20875308,Sepulcre de la família Solà-Vinardell,Испания,каталонский модерн,1902
http://www.wikidata.org/entity/Q6023268,Monument to Count Ansúrez,Испания,Realism sculpture,1903
http://www.wikidata.org/entity/Q12723086,Q12723086,Румыния,академизм,1903
http://www.wikidata.org/entity/Q12723086,Q12723086,Румыния,классицизм,1903
http://www.wikidata.org/entity/Q17600693,Monument scheiding van Maas en Waal,Нидерланды,ар-деко,1904
http://www.wikidata.org/entity/Q117383214,O anjo da morte,Бразилия,модерн,1906
http://www.wikidata.org/entity/Q18595368,Quintin and Alice Hogg Memorial,Великобритания,New Sculpture,1906
http://www.wikidata.org/entity/Q18156044,A Frederic Soler,Испания,каталонский модерн,1906
http://www.wikidata.org/entity/Q56206369,Queen Victoria Memorial,Австралия,модерн,1907
http://www.wikidata.org/entity/Q3220192,Поцелуй,Франция,модернизм,1907
http://www.wikidata.org/entity/Q3220192,Поцелуй,Франция,абстракционизм,1907
http://www.wikidata.org/entity/Q26835901,Monument a Bartomeu Amat,Испания,модерн,1909
http://www.wikidata.org/entity/Q3220192,Поцелуй,Франция,модернизм,1909
http://www.wikidata.org/entity/Q3220192,Поцелуй,Франция,абстракционизм,1909
http://www.wikidata.org/entity/Q122973038,Arab Plaque of the Centennial,Аргентина,Mahjar,1910
http://www.wikidata.org/entity/Q122973038,Arab Plaque of the Centennial,Аргентина,модернизм,1910
http://www.wikidata.org/entity/Q15726782,Monument al Doctor Robert,Испания,модерн,1910
http://www.wikidata.org/entity/Q126417647,Grave of Pizzoli,Италия,стиль либерти,1910
http://www.wikidata.org/entity/Q126417647,Grave of Pizzoli,Италия,модерн,1910
http://www.wikidata.org/entity/Q126417647,Grave of Pizzoli,Италия,стиль либерти,1910
http://www.wikidata.org/entity/Q126417647,Grave of Pizzoli,Италия,модерн,1910
http://www.wikidata.org/entity/Q20888295,Creu commemorativa (Jorba),Испания,каталонский модерн,1911
http://www.wikidata.org/entity/Q20888295,Creu commemorativa (Jorba),Испания,модерн,1911
http://www.wikidata.org/entity/Q29439275,Panteón Guirao,Испания,модерн,1911
http://www.wikidata.org/entity/Q19257125,Monument a Milà i Fontanals,Испания,модерн,1912
http://www.wikidata.org/entity/Q27651971,Q27651971,Испания,модерн,1912
http://www.wikidata.org/entity/Q111707682,The Syrian Residents to the Argentine Nation,Аргентина,модернизм,1913
http://www.wikidata.org/entity/Q26835901,Monument a Bartomeu Amat,Испания,модерн,1913
http://www.wikidata.org/entity/Q51764267,Cubist Lamp Post,Чехия,кубизм,1913
http://www.wikidata.org/entity/Q59298280,Mausoleo de la vizcondesa de Térmens,Испания,неоклассицизм,1914
http://www.wikidata.org/entity/Q15727775,Monument a Mossèn Jacint Verdaguer,Испания,новесентизм,1914
http://www.wikidata.org/entity/Q3323267,Q3323267,Бельгия,эклектика,1920
http://www.wikidata.org/entity/Q79961,статуя Христа-Искупителя,Бразилия,ар-деко,1920
http://www.wikidata.org/entity/Q79961,статуя Христа-Искупителя,Бразилия,ар-деко,1920
http://www.wikidata.org/entity/Q79961,статуя Христа-Искупителя,Бразилия,ар-деко,1920
http://www.wikidata.org/entity/Q18159833,Edith Cavell Memorial,Великобритания,New Sculpture,1920
http://www.wikidata.org/entity/Q18575165,London Troops War Memorial,Великобритания,New Sculpture,1920
http://www.wikidata.org/entity/Q126417669,Grave of Alvisi,Италия,стиль либерти,1920
http://www.wikidata.org/entity/Q126417669,Grave of Alvisi,Италия,модерн,1920
http://www.wikidata.org/entity/Q126417669,Grave of Alvisi,Италия,стиль либерти,1920
http://www.wikidata.org/entity/Q126417669,Grave of Alvisi,Италия,модерн,1920
http://www.wikidata.org/entity/Q126417669,Grave of Alvisi,Италия,стиль либерти,1920
http://www.wikidata.org/entity/Q126417669,Grave of Alvisi,Италия,модерн,1920
http://www.wikidata.org/entity/Q26836489,Sant Jordi 175,Испания,модерн,1923
http://www.wikidata.org/entity/Q782783,Австралийский военный мемориал,Австралия,ар-деко,1925
http://www.wikidata.org/entity/Q26884243,Font la Bellesa,Испания,новесентизм,1925
http://www.wikidata.org/entity/Q126417526,Grave of Ruggi,Италия,стиль либерти,1926
http://www.wikidata.org/entity/Q126417526,Grave of Ruggi,Италия,модерн,1926
http://www.wikidata.org/entity/Q126417526,Grave of Ruggi,Италия,стиль либерти,1926
http://www.wikidata.org/entity/Q126417526,Grave of Ruggi,Италия,модерн,1926
http://www.wikidata.org/entity/Q587106,Памятник Шопену у Варшаве,Польша,модерн,1926
http://www.wikidata.org/entity/Q96279540,Monument to Adolfo Guiard,Испания,архитектура ар-деко,1927
http://www.wikidata.org/entity/Q96279540,Monument to Adolfo Guiard,Испания,архитектура ар-деко,1927
http://www.wikidata.org/entity/Q16268973,Fountain in Plaça d'Espanya,Испания,эклектика,1929
http://www.wikidata.org/entity/Q6023164,"Monument to the Chasseurs à Cheval of Alcántara, Valladolid",Испания,Realism sculpture,1931
http://www.wikidata.org/entity/Q6023164,"Monument to the Chasseurs à Cheval of Alcántara, Valladolid",Испания,Realism sculpture,1931
http://www.wikidata.org/entity/Q16341268,Labor and Defense,Израиль,модернизм,1937
http://www.wikidata.org/entity/Q627114,Рабочий и колхозница,Россия,социалистический реализм,1937
http://www.wikidata.org/entity/Q627114,Рабочий и колхозница,Россия,ар-деко,1937
http://www.wikidata.org/entity/Q627114,Рабочий и колхозница,Россия,социалистический реализм,1937
http://www.wikidata.org/entity/Q627114,Рабочий и колхозница,Россия,ар-деко,1937
http://www.wikidata.org/entity/Q124795478,Место гибели Матросова Александра Матвеевича,Россия,социалистический реализм,1943
http://www.wikidata.org/entity/Q108822419,Democracy Monument (Khon Kaen),Таиланд,Khana Ratsadon's architecture,1943
http://www.wikidata.org/entity/Q108822419,Democracy Monument (Khon Kaen),Таиланд,ар-деко,1943
http://www.wikidata.org/entity/Q1219934,Разрушенный город (скульптура),Нидерланды,абстрактный экспрессионизм,1947
http://www.wikidata.org/entity/Q118206745,Могила Александра Матвеевича Матросова(1924-1943 гг.) (Великие Луки),Россия,социалистический реализм,1948
http://www.wikidata.org/entity/Q118206745,Могила Александра Матвеевича Матросова(1924-1943 гг.) (Великие Луки),Россия,социалистический реализм,1948
http://www.wikidata.org/entity/Q24023050,A Ramon Berenguer III,Испания,академизм,1950
http://www.wikidata.org/entity/Q24023050,A Ramon Berenguer III,Испания,модерн,1950
http://www.wikidata.org/entity/Q123964284,Мальчик с рыбкой,Россия,социалистический реализм,1950
http://www.wikidata.org/entity/Q543753,Памятник Сталину,Венгрия,социалистический реализм,1951
http://www.wikidata.org/entity/Q543753,Памятник Сталину,Венгрия,социалистический реализм,1951
http://www.wikidata.org/entity/Q11918683,El casteller,Испания,реализм,1951
http://www.wikidata.org/entity/Q118206746,Бюст дважды Героя Советского Союза К.К. Рокоссовского (Великие Луки),Россия,социалистический реализм,1951
http://www.wikidata.org/entity/Q123964267,"Памятник З.А. Космодемьянской, Герою Советского Союза",Россия,социалистический реализм,1951
http://www.wikidata.org/entity/Q123964268,"Памятник А.М. Матросову, Герою Советского Союза",Россия,социалистический реализм,1951
http://www.wikidata.org/entity/Q110897262,Palazzo Perogalli,Италия,Движение за конкретное искусство,1952
http://www.wikidata.org/entity/Q1219934,Разрушенный город (скульптура),Нидерланды,абстрактный экспрессионизм,1953
http://www.wikidata.org/entity/Q117421938,Памятник М. Горькому (Выборг),Россия,социалистический реализм,1953
http://www.wikidata.org/entity/Q7844323,Triton Fountain,Мальта,модернизм,1955
http://www.wikidata.org/entity/Q805445,Christ the King statue,Колумбия,ар-деко,1958
http://www.wikidata.org/entity/Q805445,Christ the King statue,Колумбия,ар-деко,1958
http://www.wikidata.org/entity/Q805445,Christ the King statue,Колумбия,ар-деко,1958
http://www.wikidata.org/entity/Q6830208,Мемориал Майкла Фарадея,Великобритания,брутализм,1961
http://www.wikidata.org/entity/Q124324535,Слава покорителям космоса!,Россия,социалистический реализм,1962
http://www.wikidata.org/entity/Q124324535,Слава покорителям космоса!,Россия,социалистический реализм,1962
http://www.wikidata.org/entity/Q114642698,"Nicolaus Copernicus Monument, Chorzów",Польша,социалистический реализм,1964
http://www.wikidata.org/entity/Q114842524,Q114842524,Аргентина,концептуальное искусство,1965
http://www.wikidata.org/entity/Q125268079,Fontane dei mostri marini,Италия,маньеризм,1965
http://www.wikidata.org/entity/Q10378817,Teatro Castro Alves,Бразилия,архитектурный модернизм,1967
http://www.wikidata.org/entity/Q11937556,Monument als Xiquets de Valls,Испания,каталонский модерн,1969
http://www.wikidata.org/entity/Q11937556,Monument als Xiquets de Valls,Испания,модерн,1969
http://www.wikidata.org/entity/Q668343,Спиральная дамба,США,ленд-арт,1970
http://www.wikidata.org/entity/Q15716339,Chaufferie avec cheminée,Франция,абстракционизм,1970
http://www.wikidata.org/entity/Q22117471,Revolving Torsion,Великобритания,конструктивизм,1972
http://www.wikidata.org/entity/Q17347146,Monument national à la Résistance du plateau des Glières,Франция,паблик-арт,1973
http://www.wikidata.org/entity/Q17347146,Monument national à la Résistance du plateau des Glières,Франция,современное искусство,1973
http://www.wikidata.org/entity/Q26567450,Little Nell,Великобритания,модерн,1975
http://www.wikidata.org/entity/Q24666136,Monument for Albert Einstein,Германия,конкретное искусство,1979
http://www.wikidata.org/entity/Q130332488,Ансамбль «Малая земля»,Россия,социалистический реализм,1982
http://www.wikidata.org/entity/Q281309,Фонтан Стравинского,Франция,Новый реализм,1983
http://www.wikidata.org/entity/Q5451545,Fire and Water Fountain,Израиль,Кинетическое искусство,1986
http://www.wikidata.org/entity/Q5451545,Fire and Water Fountain,Израиль,Кинетическое искусство,1986
http://www.wikidata.org/entity/Q5451545,Fire and Water Fountain,Израиль,оптическое искусство,1986
http://www.wikidata.org/entity/Q5451545,Fire and Water Fountain,Израиль,оптическое искусство,1986
http://www.wikidata.org/entity/Q3075990,Fontaine,Франция,оптическое искусство,1988
http://www.wikidata.org/entity/Q24666180,Berlin dankt Frankreich,Германия,конкретное искусство,1994
http://www.wikidata.org/entity/Q15716339,Chaufferie avec cheminée,Франция,абстракционизм,1996
http://www.wikidata.org/entity/Q37272376,Mezník na dvoře Havlíčkova domu,Чехия,готика,2000
http://www.wikidata.org/entity/Q104977791,Q104977791,Чехия,барокко,2000
http://www.wikidata.org/entity/Q104977797,Q104977797,Чехия,барокко,2000
http://www.wikidata.org/entity/Q131283678,Cruz de Clavos,Мексика,Anti-monuments in Mexico,2001
http://www.wikidata.org/entity/Q47879701,La Belle Otero,Испания,Прекрасная эпоха,2002
http://www.wikidata.org/entity/Q470763,Монумент африканского возрождения,Сенегал,социалистический реализм,2008
http://www.wikidata.org/entity/Q470763,Монумент африканского возрождения,Сенегал,социалистический реализм,2008
http://www.wikidata.org/entity/Q20672521,Serpentine rouge,Франция,концептуальное искусство,2008
http://www.wikidata.org/entity/Q20672521,Serpentine rouge,Франция,современное искусство,2008
http://www.wikidata.org/entity/Q3078453,Триумфальная арка «Македония»,Северная Македония,неоклассицизм,2012
http://www.wikidata.org/entity/Q113697357,Antimonumento +43,Мексика,Anti-monuments in Mexico,2015
http://www.wikidata.org/entity/Q119234532,49 ABC,Мексика,Anti-monuments in Mexico,2017
http://www.wikidata.org/entity/Q52696123,Памятник Карлу Марксу (Трир),Германия,реализм,2018
http://www.wikidata.org/entity/Q52696123,Памятник Карлу Марксу (Трир),Германия,импрессионизм,2018
http://www.wikidata.org/entity/Q119238962,David y Miguel,Мексика,Anti-monuments in Mexico,2018
http://www.wikidata.org/entity/Q114845838,Q114845838,Аргентина,поп-арт,2019
http://www.wikidata.org/entity/Q106504831,Christ the Protector,Бразилия,ар-деко,2019
http://www.wikidata.org/entity/Q106504831,Christ the Protector,Бразилия,ар-деко,2019
http://www.wikidata.org/entity/Q119321658,Antimonumento +65,Мексика,Anti-monuments in Mexico,2019
http://www.wikidata.org/entity/Q123236911,Antimonumento Voces abrazando voces,Мексика,Anti-monuments in Mexico,2019
http://www.wikidata.org/entity/Q123236911,Antimonumento Voces abrazando voces,Мексика,Anti-monuments in Mexico,2019
http://www.wikidata.org/entity/Q123245483,Antimonumenta,Мексика,Anti-monuments in Mexico,2019
http://www.wikidata.org/entity/Q109658365,Antimonumenta,Мексика,Anti-monuments in Mexico,2020
http://www.wikidata.org/entity/Q120835860,Antimonumento +72,Мексика,anti-monumentalism,2020
http://www.wikidata.org/entity/Q120835860,Antimonumento +72,Мексика,anti-monumentalism,2020
http://www.wikidata.org/entity/Q123245795,Memorial en honor a las víctimas de feminicidio,Мексика,Anti-monuments in Mexico,2020
http://www.wikidata.org/entity/Q123245795,Memorial en honor a las víctimas de feminicidio,Мексика,Anti-monuments in Mexico,2020
http://www.wikidata.org/entity/Q123246053,Antimonumenta,Мексика,Anti-monuments in Mexico,2020
http://www.wikidata.org/entity/Q123246053,Antimonumenta,Мексика,Anti-monuments in Mexico,2020
http://www.wikidata.org/entity/Q123252536,ABC Anti-monument,Мексика,Anti-monuments in Mexico,2020
http://www.wikidata.org/entity/Q123252536,ABC Anti-monument,Мексика,Anti-monuments in Mexico,2020
http://www.wikidata.org/entity/Q108838452,Glorieta de las mujeres que luchan,Мексика,Anti-monuments in Mexico,2021
http://www.wikidata.org/entity/Q133812638,Antimonumenta,Мексика,Anti-monuments in Mexico,2021
http://www.wikidata.org/entity/Q123228277,Glorieta de las y los desaparecidos,Мексика,Anti-monuments in Mexico,2022
http://www.wikidata.org/entity/Q123239300,"Antimonumenta, Monumenta Viva",Мексика,Anti-monuments in Mexico,2022
http://www.wikidata.org/entity/Q123239300,"Antimonumenta, Monumenta Viva",Мексика,Anti-monuments in Mexico,2022
http://www.wikidata.org/entity/Q123290352,Antimonumento al Tren Maya,Мексика,Anti-monuments in Mexico,2022
http://www.wikidata.org/entity/Q119260365,Antimonumento 5J,Мексика,Anti-monuments in Mexico,2023
